,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes
21,"[None, None, 'band015_am_tuning_curve_20161110a.h5', 'band015_am_tuning_curve_20161110b.h5', 'band015_bandwidth_am_20161110c.h5', None, None]",1.0,2016-11-10,1225.0,"['2016-11-10_13-51-34', '2016-11-10_13-54-14', '2016-11-10_13-58-01', '2016-11-10_14-10-55', '2016-11-10_14-18-03', '2016-11-10_14-29-13', '2016-11-10_14-31-35']",0.0,5.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
22,"[None, None, 'band015_am_tuning_curve_20161110a.h5', 'band015_am_tuning_curve_20161110b.h5', 'band015_bandwidth_am_20161110c.h5', None, None]",2.0,2016-11-10,1225.0,"['2016-11-10_13-51-34', '2016-11-10_13-54-14', '2016-11-10_13-58-01', '2016-11-10_14-10-55', '2016-11-10_14-18-03', '2016-11-10_14-29-13', '2016-11-10_14-31-35']",1.28205128205,79.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
23,"[None, None, 'band015_am_tuning_curve_20161110a.h5', 'band015_am_tuning_curve_20161110b.h5', 'band015_bandwidth_am_20161110c.h5', None, None]",3.0,2016-11-10,1225.0,"['2016-11-10_13-51-34', '2016-11-10_13-54-14', '2016-11-10_13-58-01', '2016-11-10_14-10-55', '2016-11-10_14-18-03', '2016-11-10_14-29-13', '2016-11-10_14-31-35']",0.0,82.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
24,"[None, None, 'band015_am_tuning_curve_20161110a.h5', 'band015_am_tuning_curve_20161110b.h5', 'band015_bandwidth_am_20161110c.h5', None, None]",4.0,2016-11-10,1225.0,"['2016-11-10_13-51-34', '2016-11-10_13-54-14', '2016-11-10_13-58-01', '2016-11-10_14-10-55', '2016-11-10_14-18-03', '2016-11-10_14-29-13', '2016-11-10_14-31-35']",0.0,117.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
25,[None],1.0,2016-11-10,1275.0,['2016-11-10_14-43-39'],0.0,3.0,['noisebursts'],band015,2.0,"[2, 6]"
26,[None],2.0,2016-11-10,1275.0,['2016-11-10_14-43-39'],2.7972027972,144.0,['noisebursts'],band015,2.0,"[2, 6]"
27,[None],1.0,2016-11-10,1275.0,['2016-11-10_14-43-39'],0.0,4.0,['noisebursts'],band015,6.0,"[2, 6]"
28,[None],2.0,2016-11-10,1275.0,['2016-11-10_14-43-39'],0.0,28.0,['noisebursts'],band015,6.0,"[2, 6]"
29,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",1.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",0.0,4.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6]"
30,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",2.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",0.448681996635,1784.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6]"
31,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",3.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",2.70880361174,887.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6]"
32,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",4.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",0.451612903226,1551.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6]"
33,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",5.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",0.404653515427,1978.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6]"
34,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",1.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",8.33333333333,13.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
35,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",2.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",2.10696920583,618.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
36,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",3.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",0.0,716.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
37,"[None, None, 'band015_am_tuning_curve_20161110d.h5', 'band015_am_tuning_curve_20161110e.h5', 'band015_bandwidth_am_20161110f.h5', None, None]",4.0,2016-11-10,1325.0,"['2016-11-10_14-49-30', '2016-11-10_14-51-42', '2016-11-10_14-54-14', '2016-11-10_15-04-53', '2016-11-10_15-12-03', '2016-11-10_15-23-05', '2016-11-10_15-25-53']",0.980392156863,511.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6]"
38,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",1.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.0,6.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6, 8]"
39,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",2.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.423472474289,1654.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6, 8]"
40,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",3.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.460564191134,3475.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6, 8]"
41,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",4.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.241254523522,830.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6, 8]"
42,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",5.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.487664945496,3487.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6, 8]"
43,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",6.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",2.26320201174,1194.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,2.0,"[2, 6, 8]"
44,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",1.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.0,19.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6, 8]"
45,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",2.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.311284046693,1286.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6, 8]"
46,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",3.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",1.88679245283,584.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6, 8]"
47,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",4.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.552486187845,182.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6, 8]"
48,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",5.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",0.117647058824,851.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,6.0,"[2, 6, 8]"
49,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",1.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",33.3333333333,7.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,8.0,"[2, 6, 8]"
50,"[None, None, 'band015_am_tuning_curve_20161110g.h5', 'band015_am_tuning_curve_20161110h.h5', 'band015_bandwidth_am_20161110i.h5', None, None]",2.0,2016-11-10,1400.0,"['2016-11-10_15-40-21', '2016-11-10_15-42-29', '2016-11-10_15-45-44', '2016-11-10_15-57-01', '2016-11-10_16-03-07', '2016-11-10_16-13-10', '2016-11-10_16-17-36']",1.23966942149,243.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'bandwidth', 'laserPulse', 'laserTrain']",band015,8.0,"[2, 6, 8]"
51,"[None, None]",1.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",33.3333333333,7.0,"['noisebursts', 'laserPulse']",band015,2.0,"[2, 6, 8]"
52,"[None, None]",2.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",1.42348754448,282.0,"['noisebursts', 'laserPulse']",band015,2.0,"[2, 6, 8]"
53,"[None, None]",3.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",0.845665961945,474.0,"['noisebursts', 'laserPulse']",band015,2.0,"[2, 6, 8]"
54,"[None, None]",4.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",1.02389078498,587.0,"['noisebursts', 'laserPulse']",band015,2.0,"[2, 6, 8]"
55,"[None, None]",1.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",0.0,9.0,"['noisebursts', 'laserPulse']",band015,6.0,"[2, 6, 8]"
56,"[None, None]",2.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",0.411522633745,244.0,"['noisebursts', 'laserPulse']",band015,6.0,"[2, 6, 8]"
57,"[None, None]",3.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",1.34770889488,372.0,"['noisebursts', 'laserPulse']",band015,6.0,"[2, 6, 8]"
58,"[None, None]",1.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",0.0,27.0,"['noisebursts', 'laserPulse']",band015,8.0,"[2, 6, 8]"
59,"[None, None]",2.0,2016-11-10,1450.0,"['2016-11-10_16-28-33', '2016-11-10_16-30-40']",0.0,95.0,"['noisebursts', 'laserPulse']",band015,8.0,"[2, 6, 8]"
60,"[None, None]",1.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",12.5,9.0,"['noisebursts', 'laserPulse']",band015,1.0,"[1, 2, 4, 5, 6, 8]"
61,"[None, None]",2.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",2.14424951267,514.0,"['noisebursts', 'laserPulse']",band015,1.0,"[1, 2, 4, 5, 6, 8]"
62,"[None, None]",1.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.0,5.0,"['noisebursts', 'laserPulse']",band015,2.0,"[1, 2, 4, 5, 6, 8]"
63,"[None, None]",2.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.884955752212,114.0,"['noisebursts', 'laserPulse']",band015,2.0,"[1, 2, 4, 5, 6, 8]"
64,"[None, None]",3.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",2.62123197903,764.0,"['noisebursts', 'laserPulse']",band015,2.0,"[1, 2, 4, 5, 6, 8]"
65,"[None, None]",4.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",1.35135135135,371.0,"['noisebursts', 'laserPulse']",band015,2.0,"[1, 2, 4, 5, 6, 8]"
66,"[None, None]",1.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",33.3333333333,4.0,"['noisebursts', 'laserPulse']",band015,4.0,"[1, 2, 4, 5, 6, 8]"
67,"[None, None]",2.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",2.7397260274,74.0,"['noisebursts', 'laserPulse']",band015,4.0,"[1, 2, 4, 5, 6, 8]"
68,"[None, None]",1.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.0,3.0,"['noisebursts', 'laserPulse']",band015,5.0,"[1, 2, 4, 5, 6, 8]"
69,"[None, None]",2.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",5.6338028169,72.0,"['noisebursts', 'laserPulse']",band015,5.0,"[1, 2, 4, 5, 6, 8]"
70,"[None, None]",3.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.869565217391,116.0,"['noisebursts', 'laserPulse']",band015,5.0,"[1, 2, 4, 5, 6, 8]"
71,"[None, None]",1.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.0,6.0,"['noisebursts', 'laserPulse']",band015,6.0,"[1, 2, 4, 5, 6, 8]"
72,"[None, None]",2.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",4.16666666667,217.0,"['noisebursts', 'laserPulse']",band015,6.0,"[1, 2, 4, 5, 6, 8]"
73,"[None, None]",3.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.467289719626,215.0,"['noisebursts', 'laserPulse']",band015,6.0,"[1, 2, 4, 5, 6, 8]"
74,"[None, None]",4.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.0,138.0,"['noisebursts', 'laserPulse']",band015,6.0,"[1, 2, 4, 5, 6, 8]"
75,"[None, None]",1.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",9.09090909091,12.0,"['noisebursts', 'laserPulse']",band015,8.0,"[1, 2, 4, 5, 6, 8]"
76,"[None, None]",2.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.0,217.0,"['noisebursts', 'laserPulse']",band015,8.0,"[1, 2, 4, 5, 6, 8]"
77,"[None, None]",3.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",4.43037974684,317.0,"['noisebursts', 'laserPulse']",band015,8.0,"[1, 2, 4, 5, 6, 8]"
78,"[None, None]",4.0,2016-11-10,1500.0,"['2016-11-10_16-52-54', '2016-11-10_16-55-03']",0.0,118.0,"['noisebursts', 'laserPulse']",band015,8.0,"[1, 2, 4, 5, 6, 8]"
79,"[None, None, 'band015_am_tuning_curve_20161110j.h5', 'band015_am_tuning_curve_20161110k.h5', None, None, 'band015_bandwidth_am_20161110l.h5']",1.0,2016-11-10,1510.0,"['2016-11-10_16-59-39', '2016-11-10_17-00-51', '2016-11-10_17-04-51', '2016-11-10_17-15-33', '2016-11-10_17-21-38', '2016-11-10_17-24-15', '2016-11-10_17-27-13']",36.3636363636,12.0,"['noisebursts', 'laserPulse', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band015,1.0,"[1, 2, 4, 5, 6, 7, 8]"
