,behavior,brainarea,cluster,date,depth,ephys,info,isiViolations,nSpikes,sessiontype,subject,tetrode
29,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,5.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,459.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,2.0
30,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,1.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,3.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3.0
31,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,2.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.365022712524,12329.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3.0
32,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,3.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.319013185878,4703.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3.0
33,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,4.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.178571428571,561.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3.0
34,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,5.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.260552371027,1920.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3.0
35,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,6.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.169204737733,592.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3.0
36,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,1.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,18.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,5.0
37,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,2.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.745341614907,2416.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,5.0
38,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,3.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.353356890459,1133.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,5.0
39,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,4.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.147765053565,2708.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,5.0
40,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,5.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.897867564534,1783.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,5.0
41,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,1.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,33.3333333333,4.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,7.0
42,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,2.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.301204819277,997.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,7.0
43,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,3.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.655358519661,5189.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,7.0
44,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,4.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,848.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,7.0
45,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,5.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,656.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,7.0
46,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,1.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,8.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0
47,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,2.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.110987791343,902.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0
48,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,3.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,1504.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0
49,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,4.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0660283922086,3030.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0
50,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,5.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.395256916996,1266.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0
51,"[None, 'band022_am_tuning_curve_20170317e.h5', 'band022_am_tuning_curve_20170317f.h5', 'band022_bandwidth_am_20170317g.h5', 'band022_am_tuning_curve_20170317h.h5']",right_thalamus,6.0,2017-03-17,3301.0,"['2017-03-17_12-41-16', '2017-03-17_12-43-29', '2017-03-17_12-54-44', '2017-03-17_13-01-53', '2017-03-17_13-21-00']",anteriorDiI,0.0,1202.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,8.0
52,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,1.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.0,10.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0
53,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,2.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.117370892019,853.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0
54,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,3.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.225733634312,444.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0
55,"[None, 'band022_am_tuning_curve_20170317i.h5', 'band022_am_tuning_curve_20170317j.h5']",right_thalamus,4.0,2017-03-17,3395.0,"['2017-03-17_13-32-08', '2017-03-17_13-35-28', '2017-03-17_13-46-10']",anteriorDiI,0.286944045911,698.0,"['noisebursts', 'tuningCurve', 'AM']",band022,1.0
