,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes
22,[None],5.0,2016-12-11,900.0,['2016-12-11_14-35-05'],0.0,168.0,['laserPulse'],band016,6.0,"[2, 3, 4, 6]"
23,[None],6.0,2016-12-11,900.0,['2016-12-11_14-35-05'],1.22699386503,327.0,['laserPulse'],band016,6.0,"[2, 3, 4, 6]"
24,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",1.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",3.65853658537,247.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,2.0,"[2, 3, 4, 5, 6]"
25,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",2.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.888634083417,6978.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,2.0,"[2, 3, 4, 5, 6]"
26,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",3.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",1.65649889849,23605.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,2.0,"[2, 3, 4, 5, 6]"
27,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",4.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",3.34710215901,23484.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,2.0,"[2, 3, 4, 5, 6]"
28,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",5.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.784432041032,13259.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,2.0,"[2, 3, 4, 5, 6]"
29,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",6.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",1.65087427957,30712.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,2.0,"[2, 3, 4, 5, 6]"
30,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",1.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",14.2857142857,8.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,3.0,"[2, 3, 4, 5, 6]"
31,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",2.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",6.58823529412,426.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,3.0,"[2, 3, 4, 5, 6]"
32,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",3.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",4.53431372549,817.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,3.0,"[2, 3, 4, 5, 6]"
33,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",4.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.56338028169,711.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,3.0,"[2, 3, 4, 5, 6]"
34,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",1.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",16.6666666667,7.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,4.0,"[2, 3, 4, 5, 6]"
35,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",2.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",10.409556314,1173.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,4.0,"[2, 3, 4, 5, 6]"
36,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",3.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.0641436818473,3119.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,4.0,"[2, 3, 4, 5, 6]"
37,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",4.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.842521323071,9615.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,4.0,"[2, 3, 4, 5, 6]"
38,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",5.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",2.08628005658,2829.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,4.0,"[2, 3, 4, 5, 6]"
39,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",6.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.0489476260401,2044.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,4.0,"[2, 3, 4, 5, 6]"
40,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",1.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",16.6666666667,7.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,5.0,"[2, 3, 4, 5, 6]"
41,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",2.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",4.52961672474,288.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,5.0,"[2, 3, 4, 5, 6]"
42,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",3.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.143266475645,2095.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,5.0,"[2, 3, 4, 5, 6]"
43,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",4.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",6.23052959502,1285.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,5.0,"[2, 3, 4, 5, 6]"
44,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",5.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",1.5251442704,2427.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,5.0,"[2, 3, 4, 5, 6]"
45,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",6.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.442198357549,1584.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,5.0,"[2, 3, 4, 5, 6]"
46,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",1.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",1.35135135135,149.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6.0,"[2, 3, 4, 5, 6]"
47,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",2.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.0,5027.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6.0,"[2, 3, 4, 5, 6]"
48,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",3.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",3.68646737253,49208.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6.0,"[2, 3, 4, 5, 6]"
49,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",4.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",9.35693215339,8476.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6.0,"[2, 3, 4, 5, 6]"
50,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",5.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.332644070844,11124.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6.0,"[2, 3, 4, 5, 6]"
51,"[None, None, 'band016_am_tuning_curve_20161211d.h5', 'band016_am_tuning_curve_20161211e.h5', None, None, 'band016_bandwidth_am_20161211f.h5']",6.0,2016-12-11,950.0,"['2016-12-11_14-41-15', '2016-12-11_14-43-59', '2016-12-11_14-46-15', '2016-12-11_14-57-01', '2016-12-11_15-02-44', '2016-12-11_15-05-00', '2016-12-11_15-07-28']",0.0567279328341,26443.0,"['laserPulse', 'noisebursts', 'tuningCurve', 'AM', 'laserPulse', 'laserTrain', 'bandwidth']",band016,6.0,"[2, 3, 4, 5, 6]"
52,[None],1.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],7.69230769231,14.0,['laserPulse'],band016,2.0,"[2, 6]"
53,[None],2.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],0.772200772201,260.0,['laserPulse'],band016,2.0,"[2, 6]"
54,[None],3.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],1.70603674541,763.0,['laserPulse'],band016,2.0,"[2, 6]"
55,[None],4.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],0.475059382423,422.0,['laserPulse'],band016,2.0,"[2, 6]"
56,[None],5.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],5.8282208589,327.0,['laserPulse'],band016,2.0,"[2, 6]"
57,[None],1.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],0.0,12.0,['laserPulse'],band016,6.0,"[2, 6]"
58,[None],2.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],0.0,151.0,['laserPulse'],band016,6.0,"[2, 6]"
59,[None],3.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],18.8118811881,203.0,['laserPulse'],band016,6.0,"[2, 6]"
60,[None],4.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],2.33516483516,729.0,['laserPulse'],band016,6.0,"[2, 6]"
61,[None],5.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],0.0,147.0,['laserPulse'],band016,6.0,"[2, 6]"
62,[None],6.0,2016-12-11,1000.0,['2016-12-11_15-34-22'],0.0,69.0,['laserPulse'],band016,6.0,"[2, 6]"
63,[None],1.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],0.0,22.0,['laserPulse'],band016,2.0,"[2, 5, 6]"
64,[None],2.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],0.940438871473,639.0,['laserPulse'],band016,2.0,"[2, 5, 6]"
65,[None],3.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],0.0,199.0,['laserPulse'],band016,2.0,"[2, 5, 6]"
66,[None],1.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],0.0,3.0,['laserPulse'],band016,5.0,"[2, 5, 6]"
67,[None],2.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],4.97237569061,182.0,['laserPulse'],band016,5.0,"[2, 5, 6]"
68,[None],1.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],0.0,2.0,['laserPulse'],band016,6.0,"[2, 5, 6]"
69,[None],2.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],0.0,157.0,['laserPulse'],band016,6.0,"[2, 5, 6]"
70,[None],3.0,2016-12-11,1050.0,['2016-12-11_15-44-12'],5.82524271845,104.0,['laserPulse'],band016,6.0,"[2, 5, 6]"
71,[None],1.0,2016-12-11,1075.0,['2016-12-11_15-50-21'],0.0,3.0,['laserPulse'],band016,2.0,"[2, 4, 5, 6]"
72,[None],2.0,2016-12-11,1075.0,['2016-12-11_15-50-21'],0.8537886873,938.0,['laserPulse'],band016,2.0,"[2, 4, 5, 6]"
73,[None],3.0,2016-12-11,1075.0,['2016-12-11_15-50-21'],0.0,91.0,['laserPulse'],band016,2.0,"[2, 4, 5, 6]"
74,[None],4.0,2016-12-11,1075.0,['2016-12-11_15-50-21'],0.738007380074,272.0,['laserPulse'],band016,2.0,"[2, 4, 5, 6]"
75,[None],1.0,2016-12-11,1075.0,['2016-12-11_15-50-21'],0.0,11.0,['laserPulse'],band016,4.0,"[2, 4, 5, 6]"
