,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes,clusterQuality
77,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",6,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.650539707,20753,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 3, 4, 5, 6]",1
78,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",1,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,6,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 5, 6]",0
79,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",2,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.1252818842,3992,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 5, 6]",1
80,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",3,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.7542675665,2520,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 5, 6]",0
81,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",4,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.011055832,9046,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 5, 6]",1
82,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",5,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.2369668246,845,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 5, 6]",2
83,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",1,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,16,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 5, 6]",0
84,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",2,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0694927033,1440,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 5, 6]",0
85,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",3,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,2051,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 5, 6]",1
86,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",4,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.12075306,18220,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 5, 6]",1
87,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",5,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.6796116505,2061,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 5, 6]",2
88,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",6,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.4492362983,1114,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 5, 6]",2
89,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",1,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,3,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5,"[2, 3, 4, 5, 6]",0
90,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",2,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,4425,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5,"[2, 3, 4, 5, 6]",1
91,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",3,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,337,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5,"[2, 3, 4, 5, 6]",0
92,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",4,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,1044,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5,"[2, 3, 4, 5, 6]",1
93,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",5,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,416,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5,"[2, 3, 4, 5, 6]",1
94,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",1,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,2,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 5, 6]",0
95,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",2,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.0,891,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 5, 6]",2
96,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",3,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.2392344498,419,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 5, 6]",0
97,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",4,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.2793296089,359,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 5, 6]",0
98,"['band002_am_tuning_curve_20160811n.h5', 'band002_am_tuning_curve_20160811o.h5', 'band002_am_tuning_curve_20160811p.h5', 'band002_bandwidth_am_20160811q.h5']",5,2016-08-11,1250,"['2016-08-11_12-16-11', '2016-08-11_12-18-16', '2016-08-11_12-29-07', '2016-08-11_12-36-23']",0.3891050584,515,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 5, 6]",1
99,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,17,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 4, 6]",0
100,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,13296,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 4, 6]",1
101,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",3,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.5827505828,1717,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 4, 6]",0
102,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",4,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,5884,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 4, 6]",1
103,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",5,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,5068,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 4, 6]",1
104,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",6,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0373692078,2677,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 4, 6]",1
105,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,5,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 4, 6]",0
106,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,208,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 4, 6]",0
107,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",3,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,673,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 4, 6]",1
108,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",4,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.2242152466,447,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 4, 6]",1
109,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",5,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,231,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 4, 6]",2
110,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,8,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 4, 6]",0
111,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,572,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 4, 6]",1
112,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",3,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0759301443,1318,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 4, 6]",1
113,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",4,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.2255639098,1331,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 4, 6]",1
114,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",5,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,674,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 4, 6]",0
115,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",6,2016-08-12,1177,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0715922108,6985,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 4, 6]",1
116,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,13,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 3, 4, 6]",0
117,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,14481,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 3, 4, 6]",1
118,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",3,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,2084,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 3, 4, 6]",1
119,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",4,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.6141820212,1792,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 3, 4, 6]",0
120,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",5,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,6366,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 3, 4, 6]",1
121,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",6,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,230,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2,"[2, 3, 4, 6]",0
122,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,2,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 6]",0
123,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.6369426752,158,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 6]",2
124,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",3,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,127,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3,"[2, 3, 4, 6]",0
125,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,8,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 6]",0
126,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.2004008016,500,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 6]",0
127,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",3,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,355,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 6]",1
128,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",4,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.202020202,496,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 6]",0
129,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",5,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0897666068,1115,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4,"[2, 3, 4, 6]",1
130,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,8,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 6]",0
131,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,2270,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 6]",1
132,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",3,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,970,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 6]",0
133,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",4,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,129,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 6]",0
134,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",5,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,914,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 6]",1
135,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",6,2016-08-12,1248,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.2980625931,672,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6,"[2, 3, 4, 6]",0
137,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",2,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0256476019,3900,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1,"[1, 2, 3, 4, 6]",1
138,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",3,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.6215469613,1449,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1,"[1, 2, 3, 4, 6]",0
139,"['band002_am_tuning_curve_20160812h.h5', 'band002_am_tuning_curve_20160812i.h5', 'band002_am_tuning_curve_20160812j.h5', 'band002_bandwidth_am_20160812k.h5']",4,2016-08-12,1380,"['2016-08-12_12-06-33', '2016-08-12_12-08-44', '2016-08-12_12-19-40', '2016-08-12_12-27-34']",0.0,7871,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1,"[1, 2, 3, 4, 6]",1
