,behavior,brainarea,cluster,date,depth,ephys,info,isiViolations,nSpikes,sessiontype,subject,tetrode,clusterQuality
75,"[None, 'band022_am_tuning_curve_20170318a.h5', 'band022_am_tuning_curve_20170318b.h5', 'band022_bandwidth_am_20170318c.h5', 'band022_am_tuning_curve_20170318d.h5']",right_thalamus,3,2017-03-18,3100,"['2017-03-18_13-46-55', '2017-03-18_13-52-17', '2017-03-18_14-04-10', '2017-03-18_14-11-46', '2017-03-18_14-33-17']",posteriorDiD,0.370118589,26479,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,4,1
84,"[None, 'band022_am_tuning_curve_20170318a.h5', 'band022_am_tuning_curve_20170318b.h5', 'band022_bandwidth_am_20170318c.h5', 'band022_am_tuning_curve_20170318d.h5']",right_thalamus,5,2017-03-18,3100,"['2017-03-18_13-46-55', '2017-03-18_13-52-17', '2017-03-18_14-04-10', '2017-03-18_14-11-46', '2017-03-18_14-33-17']",posteriorDiD,0.0,84,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,7,1
90,"[None, 'band022_am_tuning_curve_20170318e.h5', 'band022_am_tuning_curve_20170318f.h5', 'band022_bandwidth_am_20170318g.h5', 'band022_am_tuning_curve_20170318h.h5']",right_thalamus,2,2017-03-18,3205,"['2017-03-18_14-40-17', '2017-03-18_14-44-22', '2017-03-18_14-57-47', '2017-03-18_15-03-56', '2017-03-18_15-26-12']",posteriorDiD,0.1171899093,16214,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3,1
91,"[None, 'band022_am_tuning_curve_20170318e.h5', 'band022_am_tuning_curve_20170318f.h5', 'band022_bandwidth_am_20170318g.h5', 'band022_am_tuning_curve_20170318h.h5']",right_thalamus,3,2017-03-18,3205,"['2017-03-18_14-40-17', '2017-03-18_14-44-22', '2017-03-18_14-57-47', '2017-03-18_15-03-56', '2017-03-18_15-26-12']",posteriorDiD,0.0,357,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,3,1
100,"[None, 'band022_am_tuning_curve_20170318e.h5', 'band022_am_tuning_curve_20170318f.h5', 'band022_bandwidth_am_20170318g.h5', 'band022_am_tuning_curve_20170318h.h5']",right_thalamus,6,2017-03-18,3205,"['2017-03-18_14-40-17', '2017-03-18_14-44-22', '2017-03-18_14-57-47', '2017-03-18_15-03-56', '2017-03-18_15-26-12']",posteriorDiD,0.1626874203,68230,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band022,4,1
117,"[None, 'band022_am_tuning_curve_20170318i.h5', 'band022_am_tuning_curve_20170318j.h5', 'band022_bandwidth_am_20170318k.h5', 'band022_bandwidth_am_20170318l.h5', 'band022_am_tuning_curve_20170318m.h5']",right_thalamus,5,2017-03-18,3290,"['2017-03-18_15-35-24', '2017-03-18_15-37-57', '2017-03-18_15-49-04', '2017-03-18_15-55-17', '2017-03-18_16-17-20', '2017-03-18_16-35-43']",posteriorDiD,0.0164622603,12150,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band022,3,1
120,"[None, 'band022_am_tuning_curve_20170318i.h5', 'band022_am_tuning_curve_20170318j.h5', 'band022_bandwidth_am_20170318k.h5', 'band022_bandwidth_am_20170318l.h5', 'band022_am_tuning_curve_20170318m.h5']",right_thalamus,2,2017-03-18,3290,"['2017-03-18_15-35-24', '2017-03-18_15-37-57', '2017-03-18_15-49-04', '2017-03-18_15-55-17', '2017-03-18_16-17-20', '2017-03-18_16-35-43']",posteriorDiD,0.4403244496,21576,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band022,4,1
124,"[None, 'band022_am_tuning_curve_20170318i.h5', 'band022_am_tuning_curve_20170318j.h5', 'band022_bandwidth_am_20170318k.h5', 'band022_bandwidth_am_20170318l.h5', 'band022_am_tuning_curve_20170318m.h5']",right_thalamus,6,2017-03-18,3290,"['2017-03-18_15-35-24', '2017-03-18_15-37-57', '2017-03-18_15-49-04', '2017-03-18_15-55-17', '2017-03-18_16-17-20', '2017-03-18_16-35-43']",posteriorDiD,0.0379566661,63231,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band022,4,1
129,"[None, 'band022_am_tuning_curve_20170318i.h5', 'band022_am_tuning_curve_20170318j.h5', 'band022_bandwidth_am_20170318k.h5', 'band022_bandwidth_am_20170318l.h5', 'band022_am_tuning_curve_20170318m.h5']",right_thalamus,5,2017-03-18,3290,"['2017-03-18_15-35-24', '2017-03-18_15-37-57', '2017-03-18_15-49-04', '2017-03-18_15-55-17', '2017-03-18_16-17-20', '2017-03-18_16-35-43']",posteriorDiD,0.0,1454,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band022,5,1
131,"[None, 'band022_am_tuning_curve_20170318i.h5', 'band022_am_tuning_curve_20170318j.h5', 'band022_bandwidth_am_20170318k.h5', 'band022_bandwidth_am_20170318l.h5', 'band022_am_tuning_curve_20170318m.h5']",right_thalamus,3,2017-03-18,3290,"['2017-03-18_15-35-24', '2017-03-18_15-37-57', '2017-03-18_15-49-04', '2017-03-18_15-55-17', '2017-03-18_16-17-20', '2017-03-18_16-35-43']",posteriorDiD,0.0,187,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band022,7,1
145,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,3,2017-03-20,3301,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.0,1042,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,7,1
146,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,4,2017-03-20,3301,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.3378378378,297,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,7,1
