,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode
0,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",42.8571428571,8.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
1,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,77.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
2,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,7.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
3,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,5058.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
4,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",3.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,3801.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
5,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",4.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,647.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
6,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",5.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,989.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
7,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",6.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,13057.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
8,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",7.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,1099.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
9,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",8.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,635.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
10,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",9.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.552486187845,544.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
11,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",10.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.714285714286,421.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
12,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",11.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,364.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
13,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",12.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,2037.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
14,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",14.2857142857,8.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
15,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,454.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
16,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",3.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",1.19047619048,85.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
17,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,5.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
18,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,290.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
19,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",3.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,103.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
20,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",4.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,258.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
21,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",5.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,721.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
22,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",6.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,187.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
23,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,6.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,5.0
24,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",1.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,8.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
25,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",2.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,409.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
26,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",3.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,132.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
27,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",4.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.227790432802,1318.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
28,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",5.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,570.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
29,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",6.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0359001974511,5572.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
30,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",7.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,1458.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
31,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",8.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0,212.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
32,"[None, 'band002_am_tuning_curve_20160812a.h5', 'band002_am_tuning_curve_20160812b.h5', 'band002_bandwidth_am_20160812c.h5']",9.0,2016-08-12,1177.0,"['2016-08-12_10-35-41', '2016-08-12_10-37-28', '2016-08-12_10-48-21', '2016-08-12_10-55-43']",0.0827814569536,1209.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,6.0
33,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,3.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
34,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",1.16279069767,87.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,1.0
35,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,10.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
36,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.324675324675,309.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
37,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",3.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.347222222222,289.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
38,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",4.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,1616.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
39,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",5.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,360.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
40,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",6.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,657.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
41,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",7.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0357557879682,11188.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
42,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",8.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,9449.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
43,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",9.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,199.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
44,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",10.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.112612612613,889.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,2.0
45,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,8.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
46,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,61.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
47,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",3.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.787401574803,128.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
48,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",4.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,90.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,3.0
49,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",1.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",,1.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
50,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",2.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,312.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
51,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",3.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,112.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
52,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",4.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,508.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
53,"['band002_am_tuning_curve_20160812d.h5', 'band002_am_tuning_curve_20160812e.h5', 'band002_am_tuning_curve_20160812f.h5', 'band002_bandwidth_am_20160812g.h5']",5.0,2016-08-12,1248.0,"['2016-08-12_11-17-48', '2016-08-12_11-19-51', '2016-08-12_11-30-47', '2016-08-12_11-39-44']",0.0,253.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band002,4.0
