,behavior,cluster,date,depth,ephys,isiViolations,nSpikes,sessiontype,subject,tetrode,tetrodes
25,[None],4.0,2016-08-29,686.0,['2016-08-29_12-51-11'],0.0,186.0,['laserPulse'],band004,4.0,"[1, 2, 4]"
26,[None],2.0,2016-08-29,725.0,['2016-08-29_12-56-32'],0.0,85.0,['laserPulse'],band004,1.0,"[1, 2, 4]"
27,[None],1.0,2016-08-29,725.0,['2016-08-29_12-56-32'],0.0,5.0,['laserPulse'],band004,2.0,"[1, 2, 4]"
28,[None],2.0,2016-08-29,725.0,['2016-08-29_12-56-32'],1.03092783505,98.0,['laserPulse'],band004,2.0,"[1, 2, 4]"
29,[None],1.0,2016-08-29,725.0,['2016-08-29_12-56-32'],0.0,6.0,['laserPulse'],band004,4.0,"[1, 2, 4]"
30,[None],2.0,2016-08-29,725.0,['2016-08-29_12-56-32'],0.0,210.0,['laserPulse'],band004,4.0,"[1, 2, 4]"
31,[None],1.0,2016-08-29,759.0,['2016-08-29_13-04-03'],0.0,2.0,['laserPulse'],band004,1.0,"[1, 2, 4, 6]"
32,[None],2.0,2016-08-29,759.0,['2016-08-29_13-04-03'],0.0,41.0,['laserPulse'],band004,1.0,"[1, 2, 4, 6]"
33,[None],1.0,2016-08-29,759.0,['2016-08-29_13-04-03'],0.0,4.0,['laserPulse'],band004,2.0,"[1, 2, 4, 6]"
34,[None],2.0,2016-08-29,759.0,['2016-08-29_13-04-03'],0.0,79.0,['laserPulse'],band004,2.0,"[1, 2, 4, 6]"
35,[None],1.0,2016-08-29,759.0,['2016-08-29_13-04-03'],,1.0,['laserPulse'],band004,4.0,"[1, 2, 4, 6]"
36,[None],2.0,2016-08-29,759.0,['2016-08-29_13-04-03'],0.0,36.0,['laserPulse'],band004,4.0,"[1, 2, 4, 6]"
37,[None],3.0,2016-08-29,759.0,['2016-08-29_13-04-03'],0.0,57.0,['laserPulse'],band004,4.0,"[1, 2, 4, 6]"
38,[None],2.0,2016-08-29,759.0,['2016-08-29_13-04-03'],0.0,75.0,['laserPulse'],band004,6.0,"[1, 2, 4, 6]"
39,"[None, None, None, None, None]",1.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,10.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,1.0,"[1, 2, 4, 6]"
40,"[None, None, None, None, None]",2.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",1.0101010101,199.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,1.0,"[1, 2, 4, 6]"
41,"[None, None, None, None, None]",3.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,151.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,1.0,"[1, 2, 4, 6]"
42,"[None, None, None, None, None]",1.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,7.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,2.0,"[1, 2, 4, 6]"
43,"[None, None, None, None, None]",2.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.286532951289,350.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,2.0,"[1, 2, 4, 6]"
44,"[None, None, None, None, None]",3.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,601.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,2.0,"[1, 2, 4, 6]"
45,"[None, None, None, None, None]",4.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.429184549356,234.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,2.0,"[1, 2, 4, 6]"
46,"[None, None, None, None, None]",1.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,9.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,4.0,"[1, 2, 4, 6]"
47,"[None, None, None, None, None]",2.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,162.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,4.0,"[1, 2, 4, 6]"
48,"[None, None, None, None, None]",3.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.592885375494,507.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,4.0,"[1, 2, 4, 6]"
49,"[None, None, None, None, None]",4.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,330.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,4.0,"[1, 2, 4, 6]"
50,"[None, None, None, None, None]",5.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.217391304348,461.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,4.0,"[1, 2, 4, 6]"
51,"[None, None, None, None, None]",1.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.0,7.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,6.0,"[1, 2, 4, 6]"
52,"[None, None, None, None, None]",2.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.773694390716,1035.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,6.0,"[1, 2, 4, 6]"
53,"[None, None, None, None, None]",3.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",2.5787965616,350.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,6.0,"[1, 2, 4, 6]"
54,"[None, None, None, None, None]",4.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",0.675675675676,297.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,6.0,"[1, 2, 4, 6]"
55,"[None, None, None, None, None]",5.0,2016-08-29,828.0,"['2016-08-29_13-09-38', '2016-08-29_13-12-23', '2016-08-29_13-15-55', '2016-08-29_13-18-37', '2016-08-29_13-22-03']",1.04166666667,97.0,"['laserPulse', 'laserPulse', 'noisebursts', 'laserPulse2.5', 'longLaserPulse2.5']",band004,6.0,"[1, 2, 4, 6]"
56,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",1.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",3.07692307692,196.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 4, 6]"
57,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",2.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",1.64948453608,6306.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 4, 6]"
58,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",3.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.796243364639,4899.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 4, 6]"
59,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",4.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",1.58061116965,8542.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 4, 6]"
60,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",5.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.288369112464,3122.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 4, 6]"
61,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",1.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",1.51515151515,67.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,2.0,"[1, 2, 4, 6]"
62,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",2.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",1.21508600284,12675.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,2.0,"[1, 2, 4, 6]"
63,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",3.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.972603756775,26939.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,2.0,"[1, 2, 4, 6]"
64,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",4.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",1.56489198843,5880.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,2.0,"[1, 2, 4, 6]"
65,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",5.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.921286568612,6188.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,2.0,"[1, 2, 4, 6]"
66,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",6.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.79312623926,4540.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,2.0,"[1, 2, 4, 6]"
67,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",1.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.0,25.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,4.0,"[1, 2, 4, 6]"
68,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",2.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",1.16383169203,2235.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,4.0,"[1, 2, 4, 6]"
69,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",3.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.171526586621,4082.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,4.0,"[1, 2, 4, 6]"
70,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",4.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",2.81491907108,18474.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,4.0,"[1, 2, 4, 6]"
71,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",5.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.48395313296,3927.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,4.0,"[1, 2, 4, 6]"
72,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",6.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.121359223301,1649.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,4.0,"[1, 2, 4, 6]"
73,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",1.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.0,58.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,6.0,"[1, 2, 4, 6]"
74,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",2.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.54347826087,2209.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,6.0,"[1, 2, 4, 6]"
75,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",3.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",2.25072254335,27681.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,6.0,"[1, 2, 4, 6]"
76,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",4.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.931946250542,4615.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,6.0,"[1, 2, 4, 6]"
77,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",5.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",3.09762599975,7878.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,6.0,"[1, 2, 4, 6]"
78,"[None, None, None, 'band004_am_tuning_curve_20160829a.h5', 'band004_am_tuning_curve_20160829b.h5', 'band004_bandwidth_am_20160829c.h5']",6.0,2016-08-29,832.0,"['2016-08-29_13-27-15', '2016-08-29_13-29-46', '2016-08-29_13-31-54', '2016-08-29_13-34-14', '2016-08-29_13-46-06', '2016-08-29_13-53-50']",0.624916899348,7522.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,6.0,"[1, 2, 4, 6]"
79,"[None, None, None, 'band004_am_tuning_curve_20160829d.h5', 'band004_am_tuning_curve_20160829e.h5', 'band004_bandwidth_am_20160829f.h5']",1.0,2016-08-29,884.0,"['2016-08-29_14-15-29', '2016-08-29_14-18-16', '2016-08-29_14-20-02', '2016-08-29_14-22-28', '2016-08-29_14-33-05', '2016-08-29_14-40-13']",33.3333333333,7.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 3, 4, 6]"
80,"[None, None, None, 'band004_am_tuning_curve_20160829d.h5', 'band004_am_tuning_curve_20160829e.h5', 'band004_bandwidth_am_20160829f.h5']",2.0,2016-08-29,884.0,"['2016-08-29_14-15-29', '2016-08-29_14-18-16', '2016-08-29_14-20-02', '2016-08-29_14-22-28', '2016-08-29_14-33-05', '2016-08-29_14-40-13']",0.2849002849,352.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 3, 4, 6]"
81,"[None, None, None, 'band004_am_tuning_curve_20160829d.h5', 'band004_am_tuning_curve_20160829e.h5', 'band004_bandwidth_am_20160829f.h5']",3.0,2016-08-29,884.0,"['2016-08-29_14-15-29', '2016-08-29_14-18-16', '2016-08-29_14-20-02', '2016-08-29_14-22-28', '2016-08-29_14-33-05', '2016-08-29_14-40-13']",1.3468013468,298.0,"['laserPulse2.5', 'longLaserPulse2.5', 'noisebursts', 'tuningCurve', 'AM', 'bandwidth']",band004,1.0,"[1, 2, 3, 4, 6]"
