,behavior,brainarea,cluster,date,depth,ephys,info,isiViolations,nSpikes,sessiontype,subject,tetrode
0,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,1.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.0,2.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,1.0
1,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,2.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.587084148728,1023.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,1.0
2,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,3.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.0,186.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,1.0
3,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,4.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,1.62226521804,6720.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,1.0
4,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,5.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.0,770.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,1.0
5,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,6.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.0,241.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,1.0
6,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,1.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,1.6393442623,62.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,2.0
7,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,2.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,2.11535090282,34227.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,2.0
8,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,3.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,3.05648145317,65403.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,2.0
9,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,4.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,1.92517253905,24778.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,2.0
10,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,5.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,1.91839062581,19288.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,2.0
11,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,1.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,,1.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,5.0
12,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,2.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.0,33.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,5.0
13,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,1.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,100.0,2.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,7.0
14,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,2.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.819672131148,123.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,7.0
15,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,3.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.0,1042.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,7.0
16,"[None, 'band023_am_tuning_curve_20170320a.h5', 'band023_am_tuning_curve_20170320b.h5', 'band023_bandwidth_am_20170320c.h5', 'band023_am_tuning_curve_20170320d.h5']",right_thalamus,4.0,2017-03-20,3301.0,"['2017-03-20_09-50-03', '2017-03-20_09-53-17', '2017-03-20_10-04-39', '2017-03-20_10-11-28', '2017-03-20_10-31-21']",anteriorDiI,0.337837837838,297.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'noiseAmps']",band023,7.0
17,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,1.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,,1.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
18,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,2.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.288650894278,37070.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
19,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,3.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.0525762355415,17119.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
20,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,4.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,1.59888773027,43156.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
21,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,5.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.438936225148,11620.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
22,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,6.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.903478391808,6642.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
23,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,1.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,1.99252801993,804.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,2.0
24,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,2.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,5.6221143911,152915.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,2.0
25,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,3.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,3.74876565033,82028.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,2.0
26,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,4.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,2.21806954826,49233.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,2.0
27,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,5.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,4.54107926232,117396.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,2.0
28,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,6.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,7.27593724504,74768.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,2.0
29,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,1.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.0,99.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,4.0
30,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,2.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,3.93194578732,58954.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,4.0
31,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,3.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.753932146107,7694.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,4.0
32,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,4.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,6.79077805271,25462.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,4.0
33,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,5.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,4.46918852959,98341.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,4.0
34,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,6.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.441180220845,39214.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,4.0
35,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,1.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.0,5.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,7.0
36,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,2.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.0,236.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,7.0
37,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,3.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.4,501.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,7.0
38,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,4.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.0,63.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,7.0
39,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,1.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,20.0,6.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,8.0
40,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,2.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,1.82370820669,659.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,8.0
41,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,3.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.114025085519,878.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,8.0
42,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,4.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.237216657881,3795.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,8.0
43,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,5.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.163666121113,612.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,8.0
44,"[None, 'band023_am_tuning_curve_20170320e.h5', 'band023_am_tuning_curve_20170320f.h5', 'band023_bandwidth_am_20170320g.h5', 'band023_bandwidth_am_20170320h.h5', 'band023_am_tuning_curve_20170320i.h5']",right_thalamus,6.0,2017-03-20,3418.0,"['2017-03-20_10-40-40', '2017-03-20_10-43-49', '2017-03-20_10-55-45', '2017-03-20_11-03-16', '2017-03-20_11-23-39', '2017-03-20_11-48-57']",anteriorDiI,0.445434298441,1348.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,8.0
45,"[None, 'band023_am_tuning_curve_20170320j.h5', 'band023_am_tuning_curve_20170320k.h5', 'band023_bandwidth_am_20170320l.h5', 'band023_bandwidth_am_20170320m.h5', 'band023_am_tuning_curve_20170320n.h5']",right_thalamus,1.0,2017-03-20,3510.0,"['2017-03-20_11-58-58', '2017-03-20_12-02-09', '2017-03-20_12-14-19', '2017-03-20_12-31-05', '2017-03-20_12-50-19', '2017-03-20_13-09-42']",anteriorDiI,0.0,44.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
46,"[None, 'band023_am_tuning_curve_20170320j.h5', 'band023_am_tuning_curve_20170320k.h5', 'band023_bandwidth_am_20170320l.h5', 'band023_bandwidth_am_20170320m.h5', 'band023_am_tuning_curve_20170320n.h5']",right_thalamus,2.0,2017-03-20,3510.0,"['2017-03-20_11-58-58', '2017-03-20_12-02-09', '2017-03-20_12-14-19', '2017-03-20_12-31-05', '2017-03-20_12-50-19', '2017-03-20_13-09-42']",anteriorDiI,0.717476648166,7388.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
47,"[None, 'band023_am_tuning_curve_20170320j.h5', 'band023_am_tuning_curve_20170320k.h5', 'band023_bandwidth_am_20170320l.h5', 'band023_bandwidth_am_20170320m.h5', 'band023_am_tuning_curve_20170320n.h5']",right_thalamus,3.0,2017-03-20,3510.0,"['2017-03-20_11-58-58', '2017-03-20_12-02-09', '2017-03-20_12-14-19', '2017-03-20_12-31-05', '2017-03-20_12-50-19', '2017-03-20_13-09-42']",anteriorDiI,0.42004048583,19761.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
48,"[None, 'band023_am_tuning_curve_20170320j.h5', 'band023_am_tuning_curve_20170320k.h5', 'band023_bandwidth_am_20170320l.h5', 'band023_bandwidth_am_20170320m.h5', 'band023_am_tuning_curve_20170320n.h5']",right_thalamus,4.0,2017-03-20,3510.0,"['2017-03-20_11-58-58', '2017-03-20_12-02-09', '2017-03-20_12-14-19', '2017-03-20_12-31-05', '2017-03-20_12-50-19', '2017-03-20_13-09-42']",anteriorDiI,0.913645741232,13573.0,"['noisebursts', 'tuningCurve', 'AM', 'bandwidth', 'bandwidth', 'noiseAmps']",band023,1.0
