[d1pi044,2020-01-23,3600.0,4,4,5],
[d1pi045,2020-02-08,2600.0,6,4,5], 
[d1pi045,2020-02-08,3200.0,5,5,6],

[d1pi045,2020-02-09,3000.0,8,2,3],
[d1pi046,2020-02-17,3700.0,7,3,4],
[d1pi046,2020-02-18,3500.0,7,2,5],
[d1pi046,2020-02-18,3500.0,8,3,4],
[d1pi047,2020-02-25,3500.0,5,3,4],
[d1pi048,2020-02-29,3100.0,8,5,6],
[d1pi049,2020-03-08,3300.0,3,2,5]
